root,suffixes
спин_ADJF,['н']
желт_ADJF,"['енн', 'л', 'н', 'оват', 'а', 'ист', 'ов', 'еньк']"
рук_NOUN,"['чик', 'к', 'ник', 'ав', 'ость', 'иц', 'ост']"
калорий_ADJF,['н']
пух_NOUN,"['ик', 'ость', 'к', 'оль', 'ани']"
псих_NOUN,"['ушк', 'оз', 'ик']"
хруп_NOUN,['нь']
червл_NOUN,['ени']
моч_ADJF,"['н', 'ев', 'ен']"
рабат_INFN,"['ть', 'ыв']"
лобыз_INFN,['ть']
недель_NOUN,['ник']
ион_INFN,['ть']
рент_NOUN,[]
детал_NOUN,"['щик', 'аци', 'к']"
фраз_INFN,['ть']
хлад_NOUN,"['тель', 'ц', 'ец']"
груж_PRTF,"['енн', 'ий', 'авш', 'ающ', 'аем']"
стриг_INFN,['ть']
глаш_NOUN,"['атай', 'ени', 'ател']"
горк_INFN,"['ть', 'н']"
карьер_ADJF,"['н', 'ск', 'еск']"
каликант_ADJF,['ые']
пис_ADJF,"['н', 'нн', 'ск', 'тельн', 'ем', 'ч', 'ов', 'ющ']"
велич_NOUN,"['ени', 'к', 'ни', 'тель', 'ин', 'и', 'ост', 'ани', 'еств']"
месяч_ADJF,['н']
хурал_NOUN,[]
брас_NOUN,"['ни', 'тель', 'ани', 'ател']"
ком_INFN,['ть']
иде_NOUN,"['изм', 'аци', 'ал', 'атор', 'ни', 'ист', 'к', 'ост', 'и']"
торг_PRTF,"['нн', 'вш', 'ющ', 'ш', 'ий', 'т', 'авш', 'ающ', 'увш', 'ут']"
мерз_NOUN,"['ятин', 'к', 'ни', 'ец', 'як', 'ани', 'ост', 'ени', 'сф']"
трубадур_NOUN,[]
черч_INFN,['ть']
руш_PRTF,"['енн', 'авш', 'аем', 'ающ']"
верч_INFN,"['ть', 'ив']"
лент_ADJF,"['н', 'очн']"
ляш_ADJF,['ск']
презумпци_NOUN,[]
клин_INFN,['ть']
гемм_NOUN,[]
сорт_ADJF,"['н', 'ов']"
доцент_NOUN,['ур']
важн_ADJF,"['ецк', 'ейш']"
симил_NOUN,['яци']
подчин_INFN,['ть']
бор_PRTF,"['им', 'т', 'ий']"
гордон_NOUN,[]
лез_PRTF,"['ш', 'ий']"
мозж_PRTF,['енн']
брыжей_ADJF,['н']
пис_PRTF,"['нн', 'ющ', 'анн', 'авш']"
коммуник_NOUN,"['ость', 'аци']"
сач_NOUN,"['ок', 'ни', 'ек']"
авиа_ADJF,['онн']
хвач_PRTF,['енн']
бург_ADJF,['ск']
мудр_INFN,['ть']
мел_INFN,['ть']
мал_NOUN,"['иц', 'к', 'ни', 'ени', 'ыш', 'ок', 'ец', 'ек', 'н']"
сутул_INFN,['ть']
помин_PRTF,"['ющ', 'ий']"
греш_INFN,['ть']
пил_ADJF,"['н', 'ен', 'ов']"
мяк_INFN,['ть']
кулис_ADJF,['н']
лавл_NOUN,"['ни', 'тель']"
изогон_ADJF,['альн']
избыточ_ADJF,['н']
рул_NOUN,"['к', 'ев', 'ени']"
тарабар_ADJF,['ск']
толок_PRTF,"['ш', 'ий']"
окаян_NOUN,['ств']
контракт_INFN,['ть']
варь_NOUN,['ни']
скором_INFN,['ть']
диплом_NOUN,"['ниц', 'к', 'ант', 'ник', 'ат', 'ост']"
кошт_ADJF,['н']
хлы_INFN,['ть']
шинкова_INFN,['ть']
пе_PRTF,['т']
тк_INFN,['ть']
печ_ADJF,"['н', 'енн', 'тельн', 'ен', 'ющ', 'ск']"
глазурь_NOUN,[]
супон_INFN,['ть']
фикци_NOUN,['изм']
алькальд_NOUN,[]
мы_INFN,['ть']
мебл_NOUN,['к']
каверз_NOUN,"['ник', 'ниц']"
теш_PRTF,"['ащ', 'енн', 'ий', 'ущ', 'авш', 'ающ', 'аем', 'ивш']"
качеств_ADJF,['енн']
иуд_ADJF,"['ск', 'ическ']"
конеч_ADJF,['н']
силик_INFN,['ть']
блюст_NOUN,"['тель', 'ител', 'ниц']"
конч_NOUN,"['ик', 'ин', 'ост', 'ани']"
ыск_PRTF,"['нн', 'авш', 'аем', 'ем', 'ающ']"
зяб_ADJF,"['л', 'к']"
колоратур_ADJF,['н']
ликвид_ADJF,"['онн', 'ск', 'н']"
зенк_NOUN,"['к', 'ни']"
дров_ADJF,['ян']
дебел_ADJF,[]
сел_INFN,['ть']
пиш_ADJF,['ущ']
прощ_INFN,['ть']
лебед_ADVB,['ин']
тюч_ADJF,['н']
черн_ADVB,[]
уз_NOUN,"['ин', 'ниц', 'ник', 'ость']"
копей_ADJF,['н']
уславл_INFN,['ть']
грем_INFN,['ть']
врем_PRTF,['енн']
волок_PRTF,"['ш', 'ий', 'ущ']"
товар_ADJF,['н']
чесноч_NOUN,"['ник', 'ин', 'ок', 'ниц']"
марьяж_ADJF,['н']
румян_INFN,['ть']
форс_NOUN,"['аж', 'унь', 'ни', 'ун']"
аквариум_NOUN,['ист']
суров_INFN,['ть']
равн_ADJF,"['тельн', 'енн', 'н', 'им']"
черк_INFN,"['ть', 'ив', 'н']"
языч_ADJF,"['н', 'ые', 'еск', 'ов']"
буденн_ADJF,['ск']
клю_PRTF,['т']
кря_NOUN,['нь']
щип_ADJF,"['н', 'нн', 'ов', 'тельн']"
ухит_INFN,['ть']
покор_NOUN,"['ени', 'ств', 'ость', 'тель', 'ниц']"
хаж_NOUN,"['ни', 'ер']"
регенер_INFN,['ть']
мач_INFN,"['ть', 'ив']"
сахар_INFN,['ть']
капитал_NOUN,"['ист', 'изм', 'аци', 'ец', 'к', 'ость']"
скуч_INFN,['ть']
бальзам_ADJF,"['ическ', 'ов', 'н']"
школ_PRTF,['енн']
шат_ADJF,"['ий', 'к', 'н']"
плавл_PRTF,['енн']
пациф_NOUN,"['ист', 'изм', 'к']"
кост_ADJF,"['н', 'ист', 'ые', 'л', 'ев', 'ян']"
сон_ADJF,"['орн', 'н', 'лив']"
парус_NOUN,"['ость', 'ок', 'ник']"
би_ADVB,"['у', 'ком']"
масл_NOUN,"['к', 'иц', 'ни', 'ик', 'щик', 'енк', 'ин', 'енок']"
сахар_PRTF,['енн']
хап_PRTF,"['нн', 'т']"
мытар_PRTF,['енн']
дяд_NOUN,"['еньк', 'юшк', 'ечк']"
лупл_PRTF,['енн']
растяп_NOUN,[]
хлопот_PRTF,['нн']
касид_NOUN,[]
лев_NOUN,"['изн', 'ак', 'ни', 'еств', 'ш']"
погреб_NOUN,"['ец', 'ок']"
дон_ADJF,"['н', 'ск', 'к']"
цвет_NOUN,"['ник', 'и', 'ниц', 'ость', 'ень', 'ни', 'ок', 'ух', 'ек', 'ик', 'к', 'ени', 'ост', 'ани']"
чу_NOUN,"['ость', 'и', 'ни']"
напряж_PRTF,['енн']
корчаж_ADJF,['н']
бык_NOUN,[]
кичк_NOUN,[]
вест_ADJF,"['ов', 'н', 'им']"
троцк_NOUN,"['ист', 'изм']"
плаги_INFN,['ть']
миллион_ADJF,['н']
зенит_NOUN,"['чик', 'чиц', 'к']"
легенд_ADJF,['арн']
рул_ADJF,"['ев', 'н']"
брод_ADJF,"['яч', 'н', 'еск', 'яж']"
сажен_PRTF,['н']
хожд_NOUN,"['ени', 'ни']"
норм_NOUN,"['щик', 'аль', 'аци', 'щиц', 'к', 'изм', 'ив', 'ост', 'ал', 'ани']"
рецидив_NOUN,"['ист', 'к', 'изм']"
езд_NOUN,"['к', 'еств', 'ом', 'ниц', 'чик', 'ник', 'ок', 'н']"
звук_ADJF,['ов']
сопл_NOUN,"['як', 'ец', 'иц']"
цемент_INFN,['ть']
сурьмл_PRTF,['енн']
половин_ADJF,"['н', 'чат']"
ливан_NOUN,"['к', 'ец']"
глад_NOUN,"['ыш', 'к', 'н']"
состяза_INFN,['ть']
ячь_ADJF,[]
сот_ADJF,"['ов', 'и', 'н', 'ех']"
можжевел_ADJF,['ов']
кукл_INFN,['ть']
мулат_ADJF,['ск']
клевещ_PRTF,['ущ']
суп_ADJF,['ов']
остр_INFN,['ть']
купор_PRTF,['енн']
резус_NOUN,[]
паперт_ADJF,['н']
цвеч_NOUN,"['ни', 'ени']"
жар_ADJF,"['ен', 'ов', 'енн', 'к', 'н', 'ист']"
ампель_ADJF,['н']
электр_ADJF,"['ическ', 'н', 'еск', 'к']"
корн_INFN,['ть']
рожд_INFN,['ть']
стен_NOUN,"['оз', 'ок', 'к', 'овк']"
бланш_INFN,['ть']
порош_INFN,['ть']
тормош_INFN,['ть']
цвет_ADJF,"['ые', 'н', 'ов', 'ущ', 'ист', 'ев', 'аст', 'ш', 'ающ']"
сардоникс_NOUN,[]
гражд_NOUN,"['ств', 'ени', 'к', 'ость', 'ин', 'ан', 'анин']"
эквадор_NOUN,"['к', 'ец']"
импров_INFN,['ть']
щеголь_ADJF,['ск']
та_INFN,['ть']
фиалк_ADJF,['ов']
прозрачн_NOUN,['ость']
мобил_INFN,['ть']
восьм_ADJF,"['н', 'ичн', 'ов']"
тет_NOUN,"['чик', 'еньк', 'ех', 'к', 'ушк', 'ечк', 'чиц']"
бриллиант_NOUN,"['ин', 'щик', 'ик']"
кальвин_NOUN,"['к', 'ист', 'изм']"
мартиролог_NOUN,['и']
табасаран_NOUN,"['ец', 'к']"
проек_ADJF,['онн']
адверби_INFN,['ть']
конопат_INFN,['ть']
недомог_INFN,['ть']
зыв_INFN,['ть']
дуж_ADJF,['н']
анекдот_ADJF,"['ичн', 'еск']"
гранич_NOUN,"['ени', 'тель', 'ик', 'ни']"
кров_INFN,['ть']
орган_PRTF,"['нн', 'ий', 'авш', 'анн', 'ем', 'ующ']"
девиз_ADJF,['н']
шабаш_INFN,['ть']
тождеств_NOUN,[]
вал_ADJF,"['ов', 'ист', 'н', 'ящ', 'ян', 'к']"
пс_ADJF,"['ов', 'н', 'ин', 'ск']"
калеч_INFN,['ть']
дв_ADVB,"['о', 'жды', 'дцать', 'ем', 'н']"
алтын_INFN,['ть']
пестр_INFN,['ть']
штор_NOUN,['к']
ординарн_ADJF,[]
менонит_NOUN,['к']
награжд_PRTF,['енн']
вращ_NOUN,"['ени', 'ост']"
скит_NOUN,"['ни', 'ниц', 'еств', 'иц', 'ник', 'ец']"
питер_ADJF,['ск']
юрок_ADJS,[]
левул_NOUN,['ез']
свет_PRTF,"['ящ', 'енн', 'нн', 'ивш']"
флюс_PRTF,['нн']
сэв_ADJF,['ск']
вар_PRTF,"['енн', 'им', 'ивш']"
роз_ADJF,"['ов', 'оват']"
сироп_ADJF,"['ов', 'н']"
кур_ADJF,"['ий', 'ящ', 'тельн', 'енн', 'ын', 'ин', 'н']"
гальван_PRTF,['нн']
канитель_NOUN,"['щиц', 'щик']"
атр_NOUN,"['и', 'ис', 'иц']"
ари_NOUN,"['ец', 'ус', 'етт']"
хабар_NOUN,['ник']
грыз_PRTF,"['енн', 'ш', 'ий']"
араб_NOUN,"['ик', 'изм', 'к', 'ист']"
семей_ADVB,['н']
депутат_NOUN,['к']
блуд_NOUN,"['и', 'ник', 'н', 'иц']"
пот_INFN,['ть']
общ_INFN,"['ть', 'еств', 'ествл']"
зараж_PRTF,['енн']
хват_NOUN,"['к', 'ость', 'чик', 'ни', 'ани']"
искус_NOUN,"['ниц', 'тель']"
стеколь_ADJF,['н']
сис_NOUN,[]
графи_NOUN,[]
преми_ADJF,['альн']
друг_ADVB,[]
врат_NOUN,"['арь', 'ник', 'ниц', 'ост']"
гранд_NOUN,[]
крейс_NOUN,"['ер', 'ств', 'ни']"
глуш_NOUN,"['ени', 'тель', 'к']"
скор_NOUN,"['ость', 'ник', 'ени', 'тель']"
энигмат_ADJF,['ичн']
лит_ADJF,"['ическ', 'ов', 'н', 'ев']"
шленд_INFN,['ть']
ветх_NOUN,['ость']
капл_INFN,"['ть', 'ив']"
шпал_NOUN,[]
теор_INFN,['ть']
гвожд_ADJF,['енн']
экспон_INFN,['ть']
сирот_NOUN,"['к', 'ин', 'ушк', 'ств']"
кап_NOUN,"['ни', 'ниц', 'к']"
утр_INFN,['ть']
фетиш_NOUN,"['изм', 'аци', 'ист']"
этап_ADJF,['н']
кумыс_ADJF,['н']
звуч_ADJF,"['н', 'ащ']"
клеточ_ADJF,['н']
т_ADJF,[]
сарк_NOUN,['ом']
отвращ_NOUN,['ени']
им_NOUN,"['ечк', 'ость', 'ни', 'ник', 'ниц']"
горяч_INFN,['ть']
неж_NOUN,"['ть', 'ость']"
дифракци_ADJF,['онн']
попых_ADVB,['ах']
препар_ADJF,"['ск', 'н']"
максим_NOUN,"['к', 'изм', 'ист']"
коопт_INFN,['ть']
фейерверк_NOUN,['ер']
лоцман_ADJF,['ск']
фургон_NOUN,"['чик', 'щик']"
экскурс_ADJF,['онн']
торшон_NOUN,['ни']
бактерий_ADJF,['н']
холост_INFN,['ть']
туфель_ADJF,['н']
снеж_NOUN,"['ник', 'ур', 'ок', 'к', 'ниц', 'ин', 'ост']"
картуш_NOUN,['к']
коз_NOUN,"['енок', 'ик', 'л', 'як', 'ел', 'ищ', 'ушк', 'ник', 'ин', 'оньк', 'ов', 'к', 'очк', 'ек', 'явк']"
лиш_INFN,['ть']
компресс_ADJF,['н']
ног_NOUN,"['иц', 'и']"
секунд_NOUN,[]
вексель_NOUN,[]
цирк_NOUN,"['еств', 'ач']"
манифест_NOUN,"['к', 'ант', 'аци']"
сель_NOUN,"['ин', 'к', 'щик', 'ник', 'ц']"
треп_PRTF,"['нн', 'авш']"
шевел_INFN,['ть']
долг_ADVB,"['оньк', 'у', 'о']"
сласт_INFN,['ть']
памят_ADJF,"['н', 'лив']"
чих_ADJF,['тельн']
убежд_NOUN,"['ени', 'ост']"
гурий_NOUN,['к']
веранд_NOUN,['к']
гребн_NOUN,"['ев', 'ик']"
стыд_ADJF,"['н', 'лив']"
дек_NOUN,[]
ынсульт_ADJF,['н']
кувалд_NOUN,[]
гранит_ADJF,"['ев', 'н']"
крит_ADJF,"['н', 'еск', 'ск']"
оруж_INFN,['ть']
лич_PRTF,"['енн', 'авш', 'аем', 'ающ']"
кормл_NOUN,"['иц', 'ик', 'ени', 'щик']"
жал_INFN,"['ть', 'ов']"
опок_ADJF,['ов']
батырь_NOUN,[]
нахлобуч_INFN,['ть']
спорт_ADJF,['ивн']
клеп_ADJF,['н']
вес_NOUN,"['и', 'ел', 'ость', 'щик', 'к', 'ок', 'щиц', 'ост', 'ик']"
либераль_ADJF,['н']
бред_PRTF,"['ущ', 'ш', 'ий', 'ивш', 'ящ']"
аморт_ADJF,"['онн', 'нн']"
родь_NOUN,[]
борон_PRTF,"['енн', 'нн', 'ивш', 'авш', 'явш', 'ющ']"
силь_ADVB,['н']
молач_INFN,"['ть', 'ив']"
сталин_NOUN,"['изм', 'щин', 'ит']"
тарантас_ADJF,['н']
вакуоль_NOUN,[]
подряд_ADJF,"['н', 'ческ']"
реставр_ADJF,"['онн', 'ск']"
мар_NOUN,"['к', 'ань', 'тель', 'шк', 'ни']"
коммун_NOUN,"['ист', 'к', 'изм', 'ар', 'ическ']"
казач_NOUN,"['ин', 'онок', 'еств', 'ок', 'к', 'ни']"
рядн_ADJF,['н']
раздоль_NOUN,[]
шампиньон_ADJF,['н']
стрежень_NOUN,[]
вольфрам_ADJF,['ов']
мл_INFN,['ть']
гнет_INFN,['ть']
парков_INFN,['ть']
шакал_NOUN,[]
отруб_ADJF,['н']
волдыр_NOUN,"['ищ', 'ник']"
мещ_PRTF,"['енн', 'ющ', 'авш', 'ающ', 'аем']"
дал_ADJF,"['енн', 'ек']"
экран_NOUN,"['к', 'ни', 'аци', 'ани', 'ост']"
та_PRTF,"['нн', 'енн', 'вш', 'ивш', 'ящ']"
хрип_NOUN,"['от', 'ун', 'ени', 'ц', 'унь']"
тавр_NOUN,[]
агони_NOUN,[]
регламент_NOUN,['аци']
супплетивн_ADJF,[]
щек_ADJF,"['л', 'н', 'аст']"
пепель_NOUN,['ниц']
понур_ADJF,[]
деклам_NOUN,"['аци', 'атор']"
шах_ADJF,['ск']
ушат_ADJS,[]
муфт_NOUN,['очк']
шепел_INFN,['ть']
мебл_INFN,['ть']
хат_NOUN,['к']
чеш_PRTF,"['ий', 'ущ']"
арха_NOUN,"['аци', 'ик', 'ист', 'изм', 'ост']"
трезв_INFN,['ть']
фильтр_NOUN,"['аци', 'к', 'ат', 'ани']"
милитар_ADJF,"['ическ', 'ск']"
перламутр_NOUN,['к']
причит_INFN,['ть']
кись_NOUN,['ех']
эксфолиат_ADJF,['ивн']
хищ_ADJF,"['н', 'еск']"
хот_NOUN,"['ени', 'ость', 'ств', 'ост']"
шпагат_NOUN,[]
погод_INFN,['ть']
баноч_ADJF,['н']
явл_INFN,['ть']
гроз_NOUN,['н']
учтив_ADJF,[]
достав_NOUN,"['к', 'щиц', 'щик']"
кресл_NOUN,['иц']
би_INFN,['ть']
вокабул_NOUN,['ярий']
худ_ADJF,"['л', 'ющ', 'еньк', 'ищ', 'ощав', 'ущ', 'ш']"
клев_INFN,['ть']
утюж_INFN,['ть']
шарнир_ADJF,['н']
аналит_NOUN,['ик']
блюд_NOUN,"['ц', 'ени', 'ств', 'к', 'и']"
импресси_NOUN,"['к', 'ист', 'изм']"
мар_INFN,['ть']
артезиан_ADJF,['ск']
анчоус_NOUN,[]
брошюр_ADJF,['н']
гауптвахт_NOUN,[]
черепич_ADJF,['н']
тем_ADJS,['еньк']
пе_INFN,"['ть', 'в']"
глаж_PRTF,"['енн', 'авш', 'ающ', 'аем']"
каз_INFN,"['ть', 'ыв']"
поздн_ADVB,['еньк']
по_NOUN,"['ник', 'ец', 'иц', 'к', 'ени', 'ек']"
бахч_ADJF,['ев']
тык_INFN,['ть']
селектор_NOUN,[]
клок_ADJF,['аст']
даль_NOUN,['ость']
конвой_NOUN,[]
скуч_ADJF,"['н', 'лив', 'оват']"
витамин_NOUN,['оз']
урюк_NOUN,[]
хром_INFN,['ть']
легитим_NOUN,"['изм', 'аци', 'ист', 'к']"
бей_VERB,[]
морф_NOUN,"['и', 'изм', 'оз', 'ни', 'ий', 'ем', 'к', 'ист', 'ин']"
стремл_NOUN,"['ость', 'ени']"
тк_NOUN,"['еств', 'нь', 'ин', 'их', 'к', 'ач']"
приструн_INFN,['ть']
крич_INFN,['ть']
пиль_NOUN,"['н', 'ник', 'ек', 'щик']"
глух_ADJF,['оват']
важ_NOUN,['ни']
перчатк_NOUN,[]
поперх_INFN,['ть']
тощ_ADJF,"['еват', 'еньк', 'им', 'енн', 'л']"
колуп_INFN,['ть']
олад_NOUN,"['ышек', 'ушек']"
работ_ADJF,"['н', 'нн', 'ящ', 'ающ']"
чрезвычайн_NOUN,['ость']
роз_NOUN,"['арий', 'а', 'ум', 'ан', 'чик', 'к']"
чулан_ADJF,['н']
тушев_INFN,['ть']
стар_COMP,[]
клю_INFN,['ть']
север_ADJF,['н']
слеж_ADJF,['енн']
бур_NOUN,"['ушк', 'ени', 'к', 'ни', 'щиц', 'ик', 'щик', 'ост']"
лареч_ADJF,['н']
банальн_ADJF,[]
дер_INFN,['ть']
фуг_INFN,['ть']
бд_INFN,['ть']
гав_INFN,['ть']
золот_NOUN,"['ник', 'чик', 'арь', 'ц', 'к']"
компаней_ADJF,['ск']
усадеб_ADJF,['н']
роб_ADJF,"['к', 'л']"
жев_NOUN,['ни']
плесн_ADJF,"['л', 'ев']"
седл_PRTF,['нн']
закут_NOUN,"['к', 'ок']"
стил_ADJF,"['ск', 'н', 'еск', 'ев', 'яж']"
крест_NOUN,"['ик', 'иц', 'и', 'к', 'ок', 'ин', 'ец', 'ник', 'ек', 'ост', 'ь']"
гляд_INFN,"['ть', 'ыв']"
шлак_INFN,['ть']
молот_ADJF,"['ов', 'н']"
террикон_NOUN,['ик']
резв_NOUN,"['ость', 'унь', 'ушк']"
трансферт_ADJF,['н']
мрач_PRTF,"['енн', 'евш', 'еющ', 'авш', 'ающ']"
урал_NOUN,['ец']
инвентар_INFN,['ть']
манул_NOUN,[]
лап_INFN,['ть']
чит_NOUN,"['н', 'чик', 'ость', 'ни', 'к', 'ниц', 'ем', 'тель', 'чиц', 'ани', 'ател']"
осте_NOUN,['ом']
вольт_NOUN,"['аж', 'он']"
щетин_INFN,['ть']
тожествл_INFN,['ть']
контрапункт_INFN,['ть']
генер_ADJF,"['н', 'ивн', 'ск', 'онн']"
кандидат_ADJF,['ск']
прыс_INFN,['ть']
буч_NOUN,"['к', 'ени', 'ник', 'л']"
трикотаж_ADJF,['н']
маз_PRTF,"['нн', 'авш', 'анн', 'ающ', 'аем']"
слуш_INFN,"['ть', 'ив']"
фер_NOUN,[]
крон_NOUN,[]
эмульг_NOUN,"['атор', 'ни']"
аппарат_NOUN,"['ур', 'ник', 'чик', 'ик', 'ост', 'иц']"
ирокез_NOUN,['к']
крыноч_ADJF,['н']
манган_NOUN,"['ин', 'ит']"
поруч_PRTF,['енн']
труш_INFN,['ть']
веч_ADJF,"['н', 'ев']"
склон_INFN,['ть']
рецит_INFN,['ть']
евангели_NOUN,['ер']
понур_INFN,['ть']
мин_PRTF,"['нн', 'ем']"
се_ADJF,"['н', 'ющ', 'нн', 'янн', 'ян']"
сообщ_ADJF,['тельн']
эрцгерцог_NOUN,['ин']
де_ADJF,"['ск', 'н', 'нн', 'тельн', 'т']"
школь_ADJF,"['н', 'еск']"
ясн_ADJF,"['им', 'ейш', 'ехоньк', 'тельн', 'ок', 'н']"
уч_PRTF,"['ащ', 'енн', 'ющ', 'ий', 'ивш', 'авш', 'аем', 'ающ']"
разви_ADJF,"['ий', 'т']"
держ_INFN,"['ть', 'ив']"
рационал_ADJF,['ск']
тошн_ADJS,['ехоньк']
луп_PRTF,['нн']
ливер_NOUN,[]
тигр_NOUN,"['иц', 'енок']"
пульман_NOUN,[]
портн_INFN,['ть']
метиз_ADJF,['н']
контрол_INFN,['ть']
пат_NOUN,"['и', 'к', 'ост', 'ик', 'ант']"
кофе_NOUN,"['ек', 'ниц', 'ник', 'н', 'ин']"
сырь_ADVB,['ем']
строг_INFN,['ть']
шлей_NOUN,['к']
раунд_NOUN,[]
изда_ADJF,"['ск', 'нн']"
тормаж_INFN,['ть']
ящур_NOUN,['к']
осуществл_INFN,['ть']
ворон_NOUN,"['ые', 'ов', 'ек', 'ени', 'ец', 'их', 'к', 'енок']"
