root,prefixes
крас_ADJF,"['от', 'по', 'о', 'бес', 'не', 'пре']"
лягуш_ADJF,[]
явь_NOUN,['у']
сахар_ADJF,[]
похот_ADJF,[]
грав_NOUN,[]
паяс_INFN,[]
верст_ADJF,"['раз', 'по', 'у']"
донбас_ADJF,[]
авдот_NOUN,[]
палуб_ADJF,"['о', 'между', 'бес']"
парад_ADJF,[]
аграр_NOUN,[]
федер_NOUN,[]
бельгий_NOUN,[]
граммат_NOUN,[]
подшипник_ADJF,[]
смак_NOUN,[]
стир_NOUN,"['по', 'от']"
прелюд_NOUN,[]
ангел_NOUN,[]
район_ADJF,"['в', 'меж', 'по', 'под']"
холож_ADJF,[]
нит_NOUN,[]
форель_NOUN,[]
паль_ADJF,['за']
уны_INFN,['при']
ноздр_NOUN,[]
мушкет_NOUN,[]
фестиваль_NOUN,[]
онеч_ADVB,['по']
изумл_ADJF,[]
жит_NOUN,[]
челюст_ADJF,"['бес', 'меж', 'над', 'с', 'под']"
элимин_NOUN,[]
брюкв_NOUN,[]
мороз_NOUN,"['раз', 'вы', 'за', 'от']"
снасть_NOUN,[]
справ_ADJF,['у']
редеч_NOUN,[]
человеч_NOUN,"['о', 'бес']"
ворон_ADJF,[]
бир_NOUN,"['по', 'о', 'со', 'вы', 'пере', 'под', 'на', 'из', 'раз']"
черенок_NOUN,[]
ордин_NOUN,[]
даве_ADJF,[]
ренегат_ADJF,[]
глист_NOUN,[]
янсен_NOUN,[]
фемин_PRTF,[]
паков_NOUN,"['рас', 'пере', 'у']"
фермуар_NOUN,[]
багр_ADJF,[]
ла_PRTF,['об']
хохм_NOUN,[]
фиде_NOUN,[]
лохм_INFN,"['вз', 'из']"
адопт_ADJF,[]
конструк_NOUN,[]
буд_PRTF,"['воз', 'по', 'про', 'раз']"
зык_INFN,[]
гностич_ADJF,[]
тюрч_NOUN,[]
испыт_INFN,[]
цифирь_NOUN,[]
вторг_INFN,[]
адверби_NOUN,[]
текин_ADJF,[]
пинкертон_NOUN,[]
пре_ADJF,"['со', 'подо', 'пере']"
деград_INFN,[]
гресс_NOUN,"['про', 'ре']"
солож_PRTF,"['пере', 'вы']"
флект_INFN,[]
перлон_NOUN,[]
угод_INFN,[]
прозелит_ADJF,[]
гол_NOUN,['о']
вой_NOUN,"['по', 'при', 'на', 'раз', 'под']"
колеч_NOUN,[]
бархан_ADJF,[]
запас_PRTF,[]
позумент_NOUN,[]
сторон_NOUN,"['у', 'по']"
фиолетов_ADJF,['ультра']
глот_ADJF,['по']
знамен_ADJF,[]
ушеч_ADJF,[]
каникул_NOUN,[]
сантон_ADJF,[]
сак_ADJF,[]
здоров_ADJS,[]
днестр_ADJF,['при']
коллеги_NOUN,[]
епархи_NOUN,[]
кресть_NOUN,[]
гит_NOUN,[]
мездр_ADJF,[]
футбол_INFN,['от']
гол_PRTF,"['о', 'за']"
кропот_NOUN,[]
лабрадор_NOUN,[]
сутств_INFN,"['от', 'при', 'со']"
червл_ADJF,[]
сторон_ADJF,"['по', 'у']"
обиняк_NOUN,[]
пяль_NOUN,[]
свин_NOUN,['под']
драп_INFN,['за']
пепель_ADJF,[]
холст_ADJF,[]
локач_INFN,['об']
шалопут_ADJF,[]
сунн_NOUN,[]
крещ_PRTF,"['по', 'вы', 'с', 'о']"
бавл_PRTF,"['с', 'по', 'у', 'под', 'до', 'при', 'от', 'на', 'над']"
убед_INFN,"['пере', 'раз']"
ареал_NOUN,[]
ассортимент_ADJF,[]
обскурант_ADJF,[]
дискурс_NOUN,[]
подчин_NOUN,"['со', 'не']"
аппрет_NOUN,[]
кус_ADVB,"['в', 'при', 'без', 'ис']"
штуков_INFN,"['при', 'за']"
ригор_ADJF,[]
граф_PRTF,"['на', 'за', 'от', 'с']"
верн_ADJS,[]
леле_INFN,['вз']
конфорк_NOUN,[]
овс_NOUN,[]
катастроф_ADJF,[]
паром_NOUN,[]
дар_NOUN,"['по', 'без', 'за', 'не', 'о', 'раз', 'у']"
клоп_NOUN,[]
ассимил_INFN,[]
кокетк_NOUN,[]
повествова_ADJF,[]
вальян_NOUN,[]
реценз_NOUN,[]
штоп_PRTF,"['на', 'пере', 'ис', 'от', 'под', 'за', 'про', 'по']"
конспир_ADJF,[]
ли_PRTF,"['воз', 'при', 'из', 'до', 'под']"
констант_NOUN,[]
торжеств_ADJF,[]
черк_NOUN,"['вы', 'про', 'под']"
мел_NOUN,['об']
еш_ADVB,[]
щеточ_NOUN,[]
буч_PRTF,"['от', 'на']"
хорош_ADJF,['не']
изафет_NOUN,[]
профил_INFN,"['пере', 'с']"
пособл_INFN,[]
прелюбодей_INFN,[]
чуд_INFN,"['по', 'на', 'при']"
казен_NOUN,[]
верб_NOUN,[]
образова_ADJF,"['пре', 'не']"
сарай_NOUN,[]
мыш_NOUN,['под']
стирол_NOUN,[]
намер_NOUN,['пред']
кипсей_NOUN,[]
репрезент_NOUN,[]
космополит_ADJF,[]
уж_INFN,"['вы', 'пере', 'об', 'на', 'с']"
ток_INFN,['за']
камеристк_NOUN,[]
пешн_NOUN,[]
жест_ADJF,['о']
цепл_NOUN,"['о', 'с', 'рас', 'за', 'от', 'под', 'при']"
тек_ADJF,"['в', 'сверх', 'об', 'про', 'ис']"
гранул_NOUN,[]
кис_PRTF,"['под', 'о', 'с', 'пере', 'за', 'вы', 'рас', 'у', 'про']"
масл_ADJF,[]
парагвай_NOUN,[]
браслет_NOUN,[]
юнион_NOUN,[]
располож_ADJF,[]
дебет_NOUN,[]
титр_NOUN,['суб']
преподава_NOUN,[]
плит_NOUN,[]
горох_ADJF,[]
чин_NOUN,"['за', 'по', 'бес', 'вы', 'на', 'пере', 'о', 'при', 'со', 'у']"
программ_ADJF,['бес']
пороч_INFN,['о']
епископ_NOUN,['архи']
эссе_NOUN,[]
берилл_NOUN,[]
испан_NOUN,[]
охр_ADJF,[]
вмен_NOUN,['не']
ли_GRND,"['по', 'на']"
арыч_ADJF,[]
антрепренер_INFN,[]
деталь_NOUN,[]
доз_NOUN,['микро']
буз_NOUN,[]
полномоч_ADJF,['у']
шеч_NOUN,[]
карман_ADJF,[]
мш_ADJF,"['за', 'обо']"
дик_NOUN,['у']
крив_ADJS,['на']
лок_NOUN,[]
ирриг_ADJF,['меж']
сеч_PRTF,"['на', 'рас', 'вы', 'пере', 'под', 'об', 'про', 'за', 'ис', 'у', 'над', 'по', 'от', 'пре', 'с']"
дразн_INFN,"['за', 'раз', 'пере', 'под', 'по', 'про']"
гнев_ADJF,['без']
махор_ADJF,[]
професс_INFN,[]
щит_NOUN,['за']
ощ_NOUN,['о']
кальк_PRTF,"['с', 'де']"
заступ_INFN,[]
душч_ADJF,[]
верх_ADJF,['по']
манекен_NOUN,[]
собач_INFN,"['на', 'при']"
чей_ADJF,['ни']
интендант_ADJF,[]
смугл_INFN,"['о', 'по']"
колоколь_ADJF,[]
нарыв_ADJF,[]
пресн_NOUN,['о']
бурт_PRTF,['за']
пяч_PRTF,"['вы', 'в', 'по']"
шифр_INFN,"['де', 'рас', 'за']"
блейвейс_NOUN,[]
мерк_PRTF,"['по', 'с']"
резон_INFN,['у']
блокнот_ADJF,[]
ряд_INFN,"['об', 'пере', 'за', 'на', 'при', 'по', 'вы']"
спец_NOUN,[]
планч_ADJF,[]
аранж_INFN,['пере']
подхалим_INFN,[]
регул_NOUN,['у']
зор_NOUN,"['над', 'об', 'под', 'бес', 'при', 'без', 'за', 'по', 'у']"
льщ_INFN,"['обо', 'подо', 'пре']"
водк_NOUN,[]
цвеч_INFN,"['под', 'о', 'бес', 'рас']"
пинцет_NOUN,[]
аттракцион_ADJF,[]
мочь_INFN,"['по', 'пере']"
проект_ADJF,[]
вис_PRTF,"['от', 'по', 'на', 'с', 'об', 'пере', 'за', 'про']"
габарит_ADJF,['не']
кудр_NOUN,[]
па_NOUN,"['пере', 'с', 'вы', 'о', 'при', 'в', 'вс', 'за', 'на']"
конфуз_INFN,"['за', 'о', 'с']"
пошлин_ADJF,['бес']
стаж_INFN,[]
пен_ADJF,['по']
кульмин_INFN,[]
смотр_INFN,"['до', 'на', 'по', 'от', 'пред', 'у', 'о', 'не', 'в', 'вы', 'за', 'пере', 'под', 'при', 'про', 'рас']"
литер_NOUN,['транс']
напряг_PRTF,['пере']
шагрен_PRTF,[]
султан_NOUN,[]
холм_NOUN,['у']
храбр_NOUN,[]
рефлект_ADJF,['без']
ех_INFN,"['по', 'на', 'взъ', 'у', 'до', 'разъ', 'подъ', 'отъ', 'въ', 'вы', 'за', 'объ', 'пере', 'при', 'про', 'съ']"
ч_NOUN,['ни']
краш_PRTF,"['пере', 'о', 'от', 'до', 'на', 'раз', 'у', 'под', 'по', 'за', 'рас', 'с', 'при', 'про', 'вы', 'ис', 'из']"
лютн_NOUN,[]
предвар_INFN,[]
токай_NOUN,[]
аккомпани_NOUN,[]
каландр_PRTF,[]
эквивалент_NOUN,[]
лохан_NOUN,[]
сап_NOUN,[]
томл_INFN,"['пере', 'у', 'при', 'ис']"
кнел_NOUN,[]
замысловат_NOUN,[]
кращ_NOUN,"['со', 'пре']"
вакуол_NOUN,[]
мирвол_INFN,[]
ше_INFN,"['пред', 'про']"
ликова_INFN,['воз']
золовк_NOUN,[]
молокан_NOUN,[]
повтор_NOUN,[]
слединг_NOUN,[]
лазарет_NOUN,[]
баклуш_INFN,[]
крюк_NOUN,[]
мен_ADVB,"['наи', 'по', 'пере', 'в', 'за']"
винч_INFN,"['с', 'в', 'пере', 'на', 'при', 'до', 'от', 'раз', 'за', 'под', 'вы', 'вз']"
циркуль_NOUN,[]
плейбой_NOUN,[]
стра_INFN,"['при', 'у', 'от', 'об', 'пере', 'над', 'в', 'вы', 'до', 'за', 'на', 'обу', 'под', 'рас']"
компьютер_ADJF,[]
катехиз_NOUN,[]
берест_NOUN,[]
нес_ADJF,"['не', 'про', 'из']"
хвал_PRTF,"['рас', 'вос', 'на', 'вы', 'за', 'под', 'по', 'пере']"
ют_NOUN,['у']
ретив_NOUN,[]
один_ADJF,[]
языч_NOUN,['у']
финт_INFN,['про']
фашин_ADJF,[]
гравий_NOUN,[]
гоголь_NOUN,[]
пинетк_NOUN,[]
держав_NOUN,"['супер', 'сверх']"
морков_NOUN,[]
кус_PRTF,"['от', 'про', 'ис', 'об', 'за', 'над', 'по', 'пере', 'в', 'рас']"
прочн_PRTF,['у']
сервитут_NOUN,[]
фаз_NOUN,"['а', 'про']"
бензоин_NOUN,[]
оксид_ADJF,[]
пудел_INFN,['про']
арий_NOUN,[]
интеллект_NOUN,[]
чуд_NOUN,['при']
рифм_PRTF,['с']
логарифм_NOUN,['анти']
толкова_NOUN,"['пере', 'ис']"
скрес_VERB,[]
мот_PRTF,"['с', 'на', 'у', 'раз', 'от', 'об', 'из', 'до', 'при', 'вы', 'пере', 'под', 'про', 'в']"
газ_ADJF,"['за', 'де']"
месс_NOUN,[]
бан_INFN,[]
расточ_NOUN,[]
парашют_NOUN,[]
скверн_PRTF,['о']
срамл_PRTF,"['за', 'по', 'о']"
порт_ADJF,"['экс', 'им', 'в', 'при']"
известн_ADJF,[]
плож_INFN,"['рас', 'о', 'бес']"
готовл_NOUN,"['под', 'за', 'при', 'из']"
жандарм_NOUN,[]
фрукт_NOUN,[]
курант_NOUN,[]
реформ_NOUN,['контр']
сардонич_ADJF,[]
мохер_ADJF,[]
охот_ADJF,['по']
молибден_NOUN,[]
пространств_ADJF,[]
анамнест_ADJF,[]
монаш_NOUN,[]
керамз_NOUN,[]
повествова_NOUN,[]
миниатюр_ADJF,[]
скрип_INFN,"['по', 'про', 'за']"
этап_ADVB,['по']
блуд_ADJF,"['при', 'за']"
фагот_NOUN,[]
кадк_NOUN,[]
барвинок_NOUN,[]
визж_INFN,"['по', 'за', 'раз']"
кружев_ADJF,[]
дислоц_INFN,['пере']
знач_INFN,"['обо', 'о', 'об']"
газ_NOUN,"['за', 'де']"
генер_NOUN,['де']
бум_NOUN,[]
ост_NOUN,[]
багульник_ADJF,[]
крепостн_NOUN,[]
гермет_INFN,['раз']
банк_ADJF,[]
букв_NOUN,[]
депеш_NOUN,[]
трог_PRTF,"['пере', 'по', 'рас']"
презент_ADJF,['не']
дивертисмент_NOUN,[]
курчав_INFN,['за']
котон_ADJF,[]
реш_ADJF,"['с', 'не', 'раз']"
абзац_ADJS,['по']
хрю_INFN,"['за', 'по']"
прус_ADJF,[]
ногот_NOUN,['под']
парафин_NOUN,['де']
акцент_INFN,[]
парн_NOUN,[]
гео_NOUN,['съ']
автор_INFN,[]
дрян_ADJF,[]
решеч_INFN,"['об', 'под', 'из']"
оранжев_ADJF,[]
гаван_ADJF,[]
мерсер_INFN,[]
зипун_NOUN,[]
буер_ADJF,[]
хляст_INFN,[]
свеж_INFN,"['за', 'о', 'по']"
блок_INFN,"['с', 'за', 'раз', 'де']"
галч_NOUN,[]
эллипсис_NOUN,[]
алеут_NOUN,[]
клоун_NOUN,[]
мутон_ADJF,[]
мя_NOUN,['в']
акселер_NOUN,[]
пласт_ADJF,[]
муть_INFN,['с']
луж_INFN,"['вы', 'за', 'пере']"
вальв_PRTF,['де']
награжд_INFN,['воз']
филистимл_NOUN,[]
гирлянд_NOUN,[]
венгер_ADJF,[]
гож_ADJF,['не']
недуж_ADJF,[]
филе_NOUN,[]
лабиринт_NOUN,[]
чищ_PRTF,"['пере', 'под', 'рас', 'про', 'о', 'за', 'по', 'с', 'вы', 'на', 'об', 'от', 'до']"
молод_INFN,"['под', 'по', 'о']"
гир_NOUN,[]
ощут_INFN,['пред']
палисад_NOUN,[]
палантин_NOUN,[]
паупер_NOUN,[]
мудр_ADJF,"['не', 'пре']"
раз_ADJF,"['вы', 'за', 'не', 'по']"
латун_ADJF,[]
орангутанг_NOUN,[]
миль_NOUN,['у']
род_INFN,"['раз', 'воз', 'на', 'пере', 'о', 'от', 'вы', 'за', 'по', 'у']"
темпер_INFN,[]
противл_NOUN,"['не', 'со']"
болван_NOUN,['о']
шашлык_NOUN,[]
сач_INFN,"['вы', 'про', 'в', 'под']"
станиол_ADJF,[]
вин_PRTF,"['об', 'из', 'по', 'про']"
нит_ADJF,['без']
синель_ADJF,[]
картель_ADJF,[]
минут_ADJF,"['по', 'на']"
микроб_NOUN,['ультра']
торф_ADJF,[]
ас_NOUN,[]
маркс_NOUN,"['не', 'до']"
бреж_ADJF,"['при', 'без']"
регистр_PRTF,"['пере', 'за']"
вкуш_NOUN,['пред']
стрекот_INFN,"['про', 'по', 'за']"
порос_ADJF,['су']
горизонт_NOUN,[]
фурьер_ADJF,[]
тиш_ADVB,"['ис', 'под']"
изощр_INFN,[]
лавк_NOUN,[]
потреб_INFN,['у']
ын_NOUN,['у']
кулич_ADJF,[]
рыль_NOUN,[]
капель_ADJF,[]
лак_PRTF,"['от', 'пере', 'по', 'за', 'на', 'под']"
ракет_NOUN,['анти']
демарш_NOUN,[]
луб_ADJF,[]
актив_ADJF,"['по', 'квази', 'интер']"
милици_NOUN,[]
вел_ADJF,['по']
пот_NOUN,"['анти', 'за', 'вы', 'от']"
похабл_PRTF,['ис']
подража_NOUN,[]
филл_NOUN,"['макро', 'микро']"
такелаж_INFN,['о']
чехл_INFN,"['рас', 'за']"
образу_PRTF,[]
хран_PRTF,"['со', 'о', 'пред']"
изумруд_NOUN,[]
культур_PRTF,['о']
тал_NOUN,[]
лит_NOUN,"['микро', 'макро', 'ото']"
мерин_NOUN,[]
подозр_PRTF,['за']
колпак_NOUN,[]
таблет_ADJF,[]
лейбор_NOUN,[]
санатор_ADJF,[]
фанер_PRTF,[]
кинестези_NOUN,[]
масс_NOUN,['у']
декстр_NOUN,[]
слалом_NOUN,[]
впер_PRTF,[]
флейц_NOUN,[]
муфель_ADJF,[]
трал_INFN,"['про', 'вы']"
бэр_NOUN,[]
украин_ADJF,[]
аж_CONJ,[]
слыш_INFN,"['у', 'за', 'на', 'о', 'не', 'до', 'про', 'по', 'рас']"
приятель_NOUN,['по']
стебель_ADJF,[]
гам_NOUN,"['экзо', 'изо', 'а', 'би']"
рецит_PRTF,[]
халтур_NOUN,[]
козетк_NOUN,[]
бревен_ADJF,[]
бетон_INFN,['за']
амин_INFN,['дез']
нот_INFN,[]
сумер_INFN,[]
скоп_INFN,['о']
морж_NOUN,[]
караул_INFN,"['у', 'про', 'по', 'под']"
балагур_NOUN,[]
крап_INFN,"['за', 'по', 'на', 'в']"
асфальт_ADJF,[]
колоб_NOUN,[]
нукле_NOUN,[]
штуцер_NOUN,[]
забуд_NOUN,['не']
паник_INFN,['за']
альтер_PRTF,[]
сантим_NOUN,[]
уваж_INFN,[]
пря_INFN,"['от', 'вс']"
нато_NOUN,[]
диск_INFN,[]
беремен_INFN,['за']
лосось_NOUN,[]
крыл_ADJF,"['у', 'бес', 'с']"
недоимк_NOUN,[]
осл_NOUN,[]
боливар_NOUN,[]
лес_INFN,"['о', 'без', 'об']"
силос_PRTF,['за']
пло_INFN,"['с', 'от', 'на']"
неистов_ADJF,[]
скутер_NOUN,[]
черкес_ADJF,[]
инспир_INFN,[]
боронь_NOUN,[]
сов_NOUN,['за']
клавесин_NOUN,[]
акт_ADJF,['не']
жур_INFN,['по']
щур_NOUN,['при']
дрем_INFN,"['при', 'вз', 'за', 'по', 'про']"
бунт_NOUN,[]
молк_INFN,"['за', 'при', 'у', 'с']"
кобальт_NOUN,[]
фабрич_ADJF,['при']
редуц_INFN,[]
ал_ADJF,[]
сердеч_ADJF,"['под', 'бес', 'около']"
сплин_NOUN,[]
демпфер_ADJF,[]
тантал_NOUN,[]
посвят_INFN,[]
дикт_NOUN,[]
ин_ADJF,['за']
траншей_ADJF,['бес']
этич_ADJF,['не']
приспосабл_INFN,[]
ликер_ADJF,[]
симфонь_NOUN,[]
фиельд_NOUN,[]
клиник_NOUN,[]
надо_INFN,['по']
ворот_ADJF,"['бес', 'по', 'вы', 'на', 'от', 'из', 'воз']"
пастернак_NOUN,[]
смек_INFN,[]
бенз_NOUN,[]
эндем_ADJF,[]
анфилад_NOUN,[]
туп_INFN,"['по', 'ис', 'пере', 'при', 'о', 'за', 'с']"
шинкова_NOUN,[]
пружин_NOUN,[]
стл_NOUN,[]
пульс_NOUN,['на']
вакцин_NOUN,['ре']
озер_NOUN,[]
вчера_ADJF,"['по', 'за']"
конгресс_ADJF,[]
сомалий_NOUN,[]
бед_ADJF,"['не', 'по', 'пре']"
лагер_ADJF,[]
дыб_INFN,['вз']
обрет_ADJF,"['при', 'из']"
функци_NOUN,"['гипер', 'дис']"
кад_NOUN,[]
кумык_NOUN,[]
кочереж_NOUN,[]
восем_NUMR,[]
игрен_ADJF,[]
юмор_NOUN,[]
серб_NOUN,[]
аорт_ADJF,[]
дарм_ADJF,[]
долг_NOUN,['пре']
корнилов_NOUN,[]
минераль_ADJF,[]
агрег_NOUN,[]
лодырь_NOUN,[]
перистальтик_NOUN,['анти']
битюг_NOUN,[]
праш_INFN,"['вы', 'от', 'за', 'ис', 'о', 'с', 'у', 'по', 'рас', 'пере', 'до', 'на']"
миг_NOUN,['под']
истер_ADJF,[]
свиде_ADJF,[]
околес_ADJF,[]
лес_ADJF,"['без', 'об', 'за']"
взор_NOUN,[]
рай_ADJF,[]
веред_INFN,['раз']
парш_INFN,"['о', 'за']"
мщ_NOUN,['от']
симул_NOUN,['дис']
сет_ADJF,"['бес', 'меж']"
жит_ADJF,"['за', 'про']"
царап_PRTF,"['с', 'ис', 'вы', 'по', 'про', 'рас', 'о', 'пере', 'на', 'об']"
вымог_ADJF,[]
косм_ADJF,[]
уран_NOUN,[]
раковин_ADJF,[]
осин_NOUN,['под']
капюшон_NOUN,[]
реквием_NOUN,[]
сип_NOUN,[]
лап_PRTF,['за']
сарпинк_NOUN,[]
по_ADJF,['о']
дубин_NOUN,[]
взбелен_INFN,[]
покрови_INFN,[]
трост_ADJF,[]
мормон_NOUN,[]
арест_INFN,"['пере', 'за']"
ромашк_ADJF,[]
молож_PRTF,"['под', 'о']"
гудрон_PRTF,['за']
пиджач_NOUN,[]
церемоний_NOUN,[]
режим_ADJF,[]
гей_NOUN,[]
лиш_NOUN,['из']
сним_NOUN,[]
ель_NOUN,[]
гимнаст_ADJF,[]
пренебреж_ADJF,[]
мел_PRTF,"['из', 'вы', 'под', 'об', 'за', 'на']"
бумаж_NOUN,[]
тих_INFN,"['при', 'за', 'у', 'с']"
шепч_PRTF,[]
отар_NOUN,[]
пестр_ADVB,[]
мш_NOUN,['о']
долж_INFN,"['за', 'о', 'раз', 'на']"
пыт_NOUN,"['по', 'о', 'ис']"
иссяк_PRTF,['по']
ячнев_ADJF,[]
эстрад_ADJF,[]
плы_GRND,"['за', 'на', 'о']"
молод_ADJF,"['не', 'со']"
серд_INFN,"['по', 'рас', 'у', 'о']"
календул_NOUN,[]
дежур_INFN,"['от', 'про', 'по']"
адонис_NOUN,[]
рубк_NOUN,[]
блинт_PRTF,[]
кромс_PRTF,"['по', 'на', 'от', 'пере', 'рас', 'ис']"
азербайджан_NOUN,['по']
террор_NOUN,[]
полюс_ADJF,"['за', 'около']"
культ_ADJF,['анти']
процент_ADJF,"['бес', 'у']"
тят_NOUN,[]
маятник_ADJF,[]
рай_NOUN,[]
круг_INFN,"['вы', 'по']"
рецип_PRTF,[]
жарч_ADJF,[]
